ID;P4Edad;RegiónID;LugarEntrevista;Pc1ViveSC;Pc2ViveOtrasPersonas;Pc3RespondióAntes;Pc4RespondióCuestMeses;P10TiempoCalleAños;P10TiempoCalleMeses;P10TiempoCalleDías;P11EdadInicioCalle;P12RazónCalle;P13DurmióAnoche;P14DurmióAnocheLugar;P15AccesoAgua;P15AccesoDucha;P15AccesoWc;P16VecesCalle;P17ASaludVisual;P17BSaludAuditivo;P17CSaludCaminar;P17DSaludRecordar;P17ESaludAseo;P17FSaludEntender;P17GSaludSociable;P17HSaludMotricidad;P17ISaludTrabajar;P17JSaludDormir;P17KSaludRespirar;P17LSaludCuidarOtros;P18EnfCrónica;P19EnfCrónicaTrat;P20AConsumoAlcohol;P20BConsumoMarihuana;P20CConsumoPastaBase;P20DConsumoOtras;P21ProtocoloRsh;P22Indígena;P23AsisteEducac;P24Curso;P25TipoEducación;P26Trabaja;P27Contrato;P28IngresoTrabajo;P29IngresoJubilac;FechaCreación;RSH
14842;60 o mayor;Metropolitana;7;1;1;2;;30;0;0;33;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211015;Tiene RSH
14843;18 a 44;Metropolitana;2;1;1;2;;0;3;0;13;1;1;;;;;;3;1;2;2;1;2;3;1;2;2;2;3;1;2;1;1;1;2;1;;;;;;;;;20171016;Tiene RSH
14844;18 a 44;Metropolitana;6;1;2;2;;0;2;0;25;1;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211029;Tiene RSH
14845;18 a 44;Metropolitana;2;1;1;2;;1;;;;1;1;;1;1;1;;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;;;;;;;;;20190306;Tiene RSH
14846;18 a 44;Metropolitana;7;1;1;2;;13;0;0;29;2;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20211116;Tiene RSH
14847;45 a 59;Metropolitana;3;1;1;1;2;3;;;42;1;2;5;3;3;2;;4;1;3;3;1;1;2;2;3;4;4;2;1;2;2;2;2;2;1;;;;;;;;;20190424;Tiene RSH
14848;45 a 59;Metropolitana;7;1;1;1;2;21;0;0;33;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;1;1;;;;;;;;;20211123;Tiene RSH
14849;18 a 44;Metropolitana;7;1;1;2;;10;;;;1;1;;3;3;2;;1;1;1;3;1;1;1;1;1;3;1;1;2;;2;1;1;2;2;;;;;;;;;20171220;Tiene RSH
14850;18 a 44;Metropolitana;7;1;1;2;;22;0;0;13;1;1;;2;2;2;2;1;3;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211021;Tiene RSH
14851;45 a 59;Metropolitana;7;1;2;2;;3;;;19;1;1;;1;2;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;;;;;;;;;;20170803;Tiene RSH
14852;18 a 44;Metropolitana;1;1;1;2;;12;;;12;1;2;8;1;3;2;;1;1;1;1;1;1;1;1;1;2;1;1;2;;1;1;1;2;1;;;;;;;;;20170901;Tiene RSH
14853;60 o mayor;Metropolitana;2;1;1;2;;5;;;45;1;1;;1;1;1;;1;2;5;2;2;2;2;2;2;2;2;2;1;;1;2;2;2;1;;;;;;;;;20181002;Tiene RSH
14854;45 a 59;Metropolitana;1;1;1;2;;;7;;;5;1;;1;1;1;;1;4;1;1;1;4;1;1;3;1;1;1;1;2;2;2;1;2;1;;;;;;;;;20170101;Tiene RSH
14855;45 a 59;Metropolitana;7;1;1;2;;3;;;;1;1;;1;2;2;;3;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20190306;Tiene RSH
14856;45 a 59;Metropolitana;7;1;1;2;;8;0;0;50;1;1;;1;1;1;5;1;1;3;1;1;1;1;3;1;1;1;1;1;2;2;2;1;2;1;;;;;;;;;20211118;Tiene RSH
14857;60 o mayor;Metropolitana;7;1;1;2;;42;0;0;24;1;1;;2;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;;;;;;;;;20211008;Tiene RSH
14858;18 a 44;Metropolitana;7;1;1;2;;5;0;0;25;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;3;1;2;;2;2;1;2;1;;;;;;;;;20211018;Tiene RSH
14859;18 a 44;Metropolitana;7;1;1;2;;1;0;0;25;1;1;;2;2;2;5;2;2;2;2;2;2;2;2;2;2;2;2;2;;2;1;1;2;1;;;;;;;;;20210816;Tiene RSH
14860;60 o mayor;Metropolitana;1;1;1;2;;20;;;;6;1;;1;2;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20170101;Tiene RSH
14861;18 a 44;Metropolitana;1;1;1;2;;5;;;;1;2;1;1;1;1;;6;6;6;6;6;6;6;6;6;6;6;6;2;;;;;;;;;;;;;;;20170822;Tiene RSH
14862;45 a 59;Metropolitana;;1;1;2;;3;;;11;1;1;;1;2;2;;1;1;1;1;2;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20170101;Tiene RSH
14863;18 a 44;Metropolitana;4;1;1;2;;17;;;;1;2;5;1;3;2;;1;1;4;4;1;1;1;1;4;5;4;3;2;;1;2;2;2;1;;;;;;;;;20180316;Tiene RSH
14864;18 a 44;Metropolitana;7;1;1;2;;1;2;;;1;1;;1;2;2;;1;1;4;1;1;1;1;1;1;4;4;1;1;2;1;2;1;2;1;;;;;;;;;20170804;Tiene RSH
14865;60 o mayor;Metropolitana;7;1;1;2;;20;;;;1;1;;3;3;2;;3;2;5;1;2;3;1;3;5;2;2;1;1;1;2;2;1;1;2;;;;;;;;;20170720;Tiene RSH
14866;18 a 44;Metropolitana;7;1;1;2;;0;2;0;35;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211124;Tiene RSH
14867;45 a 59;Metropolitana;1;1;2;2;;2;0;0;30;1;1;;1;1;1;5;1;1;2;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211109;Tiene RSH
14868;45 a 59;Metropolitana;7;1;1;2;;1;0;0;54;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20211122;Tiene RSH
14869;60 o mayor;Metropolitana;7;1;1;2;;5;0;0;55;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211118;Tiene RSH
14870;45 a 59;Metropolitana;4;1;1;2;;1;;;42;5;1;;1;1;1;;4;2;1;2;1;2;1;1;2;4;1;1;2;;1;2;1;2;1;;;;;;;;;20170718;Tiene RSH
14871;45 a 59;Metropolitana;1;1;1;2;;10;;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170718;Tiene RSH
14872;45 a 59;Metropolitana;6;1;1;2;;30;;;20;1;2;1;1;1;1;;4;4;2;1;1;1;1;1;1;3;4;1;1;1;1;2;2;2;1;;;;;;;;;20170822;Tiene RSH
14873;45 a 59;Metropolitana;7;1;1;2;;4;5;5;47;5;1;;2;2;2;4;1;1;3;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;8;1;2;;;0;20211015;Tiene RSH
14874;45 a 59;Metropolitana;7;1;2;2;;12;;;;5;2;5;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
14875;18 a 44;Metropolitana;6;1;2;2;;1;6;;;2;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20180322;Tiene RSH
14876;60 o mayor;Metropolitana;1;1;1;2;;45;0;0;27;1;1;;1;1;1;5;1;1;2;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211122;Tiene RSH
14877;45 a 59;Metropolitana;7;1;1;2;;2;;;;1;2;5;1;1;1;;1;1;3;1;3;1;1;3;2;2;1;1;1;1;1;2;2;2;1;;;;;;;;;20180725;Tiene RSH
14878;18 a 44;Metropolitana;7;1;1;2;;16;0;0;7;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211015;Tiene RSH
14879;60 o mayor;Metropolitana;7;1;1;2;;6;0;0;56;2;2;5;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211028;Tiene RSH
14880;45 a 59;Metropolitana;1;1;1;2;;4;;;;1;1;;1;1;1;;1;1;3;1;1;1;1;1;1;3;1;1;1;2;1;2;2;2;;;;;;;;;;20170718;Tiene RSH
14881;18 a 44;Metropolitana;7;1;1;2;;1;;;;1;2;1;3;3;2;;3;1;1;1;1;1;1;1;4;4;3;2;1;1;2;2;2;2;1;;;;;;;;;20180625;Tiene RSH
14882;60 o mayor;Metropolitana;7;1;1;2;;40;;;22;1;2;8;1;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;2;0;2;;2;2;;0;0;20171016;Tiene RSH
14883;60 o mayor;Metropolitana;7;1;1;2;;5;0;0;67;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211029;Tiene RSH
14884;45 a 59;Metropolitana;7;1;1;2;;9;0;0;49;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211118;Tiene RSH
14885;18 a 44;Metropolitana;7;1;2;1;2;;11;;7;2;1;;1;2;2;;1;3;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20180625;Tiene RSH
14886;18 a 44;Metropolitana;7;1;1;2;;20;0;0;18;1;1;;1;2;2;5;3;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;1;2;1;;;;;;;;;20211013;Tiene RSH
14887;60 o mayor;Metropolitana;4;1;1;2;;;5;;;1;1;;;;;;4;1;3;1;3;1;1;1;1;3;1;1;1;1;2;2;2;2;1;;;;;;;;;20190204;Tiene RSH
14888;45 a 59;Metropolitana;7;1;1;2;;25;;;;1;1;;1;2;2;;2;1;1;2;1;1;1;1;2;2;1;2;2;;2;2;2;2;1;;;;;;;;;20180924;Tiene RSH
14889;18 a 44;Metropolitana;7;1;1;2;;20;0;0;12;1;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20211028;Tiene RSH
14890;45 a 59;Metropolitana;1;1;1;2;;;1;;;1;2;5;;;;;1;1;1;2;1;1;1;1;1;2;1;1;2;;1;2;2;2;;;;;;;;;;20180727;Tiene RSH
14891;18 a 44;Metropolitana;7;1;1;2;;5;;;;1;2;5;3;3;2;;1;1;1;3;1;2;1;1;2;3;1;1;1;1;2;2;1;2;1;;;;;;;;;20170804;Tiene RSH
14892;45 a 59;Metropolitana;7;1;1;2;;3;;;;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;1;1;;;;;;;;;20180924;Tiene RSH
14893;45 a 59;Metropolitana;4;1;1;2;;;5;;;2;1;;1;1;1;;1;4;4;4;2;3;1;3;3;1;1;1;1;1;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
14894;18 a 44;Metropolitana;7;1;1;2;;1;0;0;14;1;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;2;1;;;;;;;;;20210730;Tiene RSH
14895;18 a 44;Metropolitana;7;1;1;2;;1;0;0;39;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;;;;;;;;;20211124;Tiene RSH
14896;18 a 44;Metropolitana;7;1;1;2;;3;0;0;16;1;1;;1;2;2;5;2;2;2;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20211125;Tiene RSH
14897;45 a 59;Metropolitana;7;1;1;2;;;7;;;1;2;1;1;1;1;;3;1;3;1;2;1;1;2;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20180725;Tiene RSH
14898;18 a 44;Metropolitana;7;1;1;2;;12;0;0;19;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20210729;Tiene RSH
14899;60 o mayor;Metropolitana;7;1;1;2;;20;0;0;20;4;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211029;Tiene RSH
14900;60 o mayor;Metropolitana;7;1;1;2;;8;0;0;60;1;1;;2;2;2;5;2;2;2;2;1;1;1;1;2;1;1;1;1;1;1;2;2;2;1;;;;;;;;;20211111;Tiene RSH
14901;45 a 59;Metropolitana;7;1;1;2;;10;;;;1;1;;1;3;2;;1;1;1;1;1;1;1;1;2;1;1;1;2;;2;2;1;2;1;;;;;;;;;20170101;Tiene RSH
14902;45 a 59;Metropolitana;6;1;1;2;;5;;;;5;2;1;3;3;2;;3;1;1;2;1;1;1;1;2;1;2;1;1;1;2;2;2;2;1;;;;;;;;;20180726;Tiene RSH
14903;45 a 59;Metropolitana;6;1;1;2;;11;;;;1;2;4;1;2;1;;2;1;3;2;3;1;1;1;3;3;2;1;2;;2;2;2;2;1;;;;;;;;;20170822;Tiene RSH
14904;18 a 44;Metropolitana;10;1;1;2;;1;0;0;27;2;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20210730;Tiene RSH
14905;18 a 44;Metropolitana;7;1;1;2;;1;;;;5;1;;1;2;2;;3;1;1;1;1;1;3;1;1;3;1;1;2;;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
14906;45 a 59;Metropolitana;7;1;1;1;2;14;0;0;16;1;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211112;Tiene RSH
14907;18 a 44;Metropolitana;7;1;1;2;;;5;;;2;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;2;2;1;;;;;;;;;20170101;Tiene RSH
14908;18 a 44;Metropolitana;7;1;1;2;;2;;;15;1;1;;3;3;2;;3;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170101;Tiene RSH
14909;45 a 59;Metropolitana;7;1;1;2;;16;0;0;41;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;;;;;;;;;20211006;Tiene RSH
14910;45 a 59;Metropolitana;7;1;1;2;;5;0;0;8;8;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20211124;Tiene RSH
14911;18 a 44;Metropolitana;7;1;1;2;;2;0;0;30;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;2;2;1;;;;;;;;;20211022;Tiene RSH
14912;45 a 59;Metropolitana;6;1;1;2;;1;;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20190306;Tiene RSH
14913;18 a 44;Metropolitana;7;1;1;2;;1;;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20170727;Tiene RSH
14914;45 a 59;Metropolitana;7;1;1;2;;7;0;0;46;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211015;Tiene RSH
14915;18 a 44;Metropolitana;7;1;1;2;;0;8;0;37;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211123;Tiene RSH
14916;18 a 44;Metropolitana;7;1;1;2;;0;1;15;40;2;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;2;2;2;1;;;;;;;;;20211201;Tiene RSH
14917;60 o mayor;Metropolitana;7;1;1;2;;8;0;0;52;1;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211021;Tiene RSH
14918;45 a 59;Metropolitana;1;1;1;2;;5;;;13;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;2;2;1;;;;;;;;;20170718;Tiene RSH
14919;45 a 59;Metropolitana;7;1;1;2;;2;0;0;48;5;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20210723;Tiene RSH
14920;45 a 59;Metropolitana;7;1;1;2;;11;;;;1;1;;3;3;2;;1;1;3;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20170803;Tiene RSH
14921;18 a 44;Metropolitana;7;1;1;2;;9;0;0;18;1;1;;2;2;2;5;1;1;1;1;1;3;1;1;1;1;1;1;1;2;1;1;2;2;1;;;;;;;;;20210729;Tiene RSH
14922;18 a 44;Metropolitana;7;1;1;2;;10;0;0;20;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;1;;;;;;;;;20210730;Tiene RSH
14923;18 a 44;Metropolitana;7;1;1;2;;10;0;0;28;1;1;;1;2;2;5;1;1;4;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20211020;Tiene RSH
14924;18 a 44;Metropolitana;7;1;1;2;;10;0;0;18;5;1;;2;2;2;5;1;1;3;1;2;1;1;1;3;1;1;1;1;2;2;2;1;2;1;;;;;;;;;20211118;Tiene RSH
14925;18 a 44;Metropolitana;7;1;1;2;;25;0;0;12;5;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20211125;Tiene RSH
14926;18 a 44;Metropolitana;7;1;1;1;2;5;;;;1;1;;1;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20170720;Tiene RSH
14927;60 o mayor;Metropolitana;10;1;1;2;;11;0;0;46;2;1;;2;2;2;5;4;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20220121;Tiene RSH
14928;45 a 59;Metropolitana;2;1;1;2;;;1;;;1;1;;;;;;1;1;2;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20190307;Tiene RSH
14929;18 a 44;Metropolitana;6;1;1;2;;0;9;0;33;2;1;;1;1;1;5;1;1;3;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211122;Tiene RSH
14930;45 a 59;Metropolitana;7;1;1;2;;2;;;19;5;1;;3;3;2;;1;1;4;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20170803;Tiene RSH
14931;18 a 44;Metropolitana;7;1;1;2;;;3;;18;1;2;8;1;1;1;;1;3;3;3;1;3;3;1;2;4;3;1;2;;2;2;2;2;1;;;;;;;;;20170720;Tiene RSH
14932;18 a 44;Metropolitana;7;1;1;1;2;7;0;0;11;1;1;;2;2;2;5;1;1;5;4;4;1;2;5;2;5;1;1;1;1;2;2;2;2;1;;;;;;;;;20210813;Tiene RSH
14933;60 o mayor;Metropolitana;7;1;1;2;;5;0;0;55;1;1;;2;2;2;5;1;3;3;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211015;Tiene RSH
14934;18 a 44;Metropolitana;7;1;1;2;;6;0;0;15;1;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20211118;Tiene RSH
14935;60 o mayor;Metropolitana;1;1;1;1;2;5;0;0;58;1;1;;1;1;1;5;2;2;2;1;1;1;1;1;1;3;2;1;2;;2;2;2;2;1;;;;;;;;;20211110;Tiene RSH
14936;18 a 44;Metropolitana;;1;2;2;;1;6;;;2;2;5;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;1;2;1;;;;;;;;;20170101;Tiene RSH
14937;18 a 44;Metropolitana;7;1;1;2;;0;1;0;19;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211015;Tiene RSH
14938;18 a 44;Metropolitana;7;1;2;1;1;6;;;;1;1;;1;2;2;;1;1;1;1;1;1;1;4;1;1;1;1;2;;1;2;2;2;;;;;;;;;;20170710;Tiene RSH
14939;45 a 59;Metropolitana;7;1;2;2;;2;;;;9;2;5;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
14940;60 o mayor;Metropolitana;7;1;1;2;;60;0;0;5;1;1;;2;2;1;5;3;2;4;2;2;1;2;2;1;2;2;1;2;;2;2;2;2;1;;;;;;;;;20210722;Tiene RSH
14941;18 a 44;Metropolitana;7;1;2;2;;8;0;0;32;5;1;;1;2;2;5;1;2;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20211014;Tiene RSH
14942;60 o mayor;Metropolitana;7;1;1;2;;1;;;;1;1;;1;2;2;;4;1;4;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;;;;;;;;;;20200221;Tiene RSH
14943;18 a 44;Metropolitana;7;1;1;2;;0;6;0;17;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211025;Tiene RSH
14944;18 a 44;Metropolitana;7;1;1;2;;12;0;0;18;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;2;1;;;;;;;;;20211015;Tiene RSH
14945;18 a 44;Metropolitana;7;1;1;2;;10;0;0;13;1;1;;1;2;2;5;1;1;3;1;1;1;1;1;1;1;1;1;1;2;2;2;1;2;1;;;;;;;;;20211118;Tiene RSH
14946;45 a 59;Metropolitana;7;1;1;1;2;1;0;0;15;1;1;;2;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20211018;Tiene RSH
14947;45 a 59;Metropolitana;6;1;1;2;;12;;;22;1;1;;1;1;1;;2;1;1;2;1;1;1;1;3;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20171016;Tiene RSH
14948;18 a 44;Metropolitana;7;1;1;2;;11;0;0;14;8;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;1;1;2;1;;;;;;;;;20211013;Tiene RSH
14949;18 a 44;Metropolitana;7;1;2;2;;4;;;;1;1;;1;1;1;;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;;;;;;;;;;20170710;Tiene RSH
14950;18 a 44;Metropolitana;7;1;1;2;;15;;;;1;1;;3;3;2;;2;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;1;;;;;;;;;20180924;Tiene RSH
14951;45 a 59;Metropolitana;7;1;1;2;;3;2;3;57;2;1;;2;2;2;4;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20211015;Tiene RSH
14952;45 a 59;Metropolitana;7;1;1;2;;47;;;;1;2;5;1;2;2;;3;1;1;1;1;1;1;2;1;2;3;1;1;1;1;1;1;2;1;;;;;;;;;20170101;Tiene RSH
14953;18 a 44;Metropolitana;7;1;1;2;;3;0;0;30;1;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20211018;Tiene RSH
14954;60 o mayor;Metropolitana;7;1;1;2;;;2;;60;2;1;;;;;;4;1;2;1;1;1;1;1;1;1;1;1;1;1;2;2;2;2;;;;;;;;;;20170920;Tiene RSH
14955;45 a 59;Metropolitana;2;1;1;2;;20;;;;5;1;;1;1;1;;1;1;1;1;1;1;1;2;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20190306;Tiene RSH
14956;18 a 44;Metropolitana;1;1;1;2;;;9;;30;2;1;;3;3;2;;3;3;3;1;2;3;3;1;4;5;1;2;1;1;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
14957;60 o mayor;Metropolitana;7;1;1;2;;1;0;0;60;1;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;1;1;;;;;;;;;20211008;Tiene RSH
14958;60 o mayor;Metropolitana;6;1;1;2;;1;;;;1;2;8;1;3;2;;3;3;3;3;1;2;1;3;3;3;3;2;1;1;2;2;2;2;1;;;;;;;;;20170710;Tiene RSH
14959;18 a 44;Metropolitana;4;1;2;2;;;2;;;1;1;;;;;;2;1;1;1;1;1;1;1;1;4;1;1;2;;1;2;2;1;;;;;;;;;;20180320;Tiene RSH
14960;45 a 59;Metropolitana;7;1;2;2;;5;;;44;1;1;;3;3;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;;;;;;;;;;20170710;Tiene RSH
14961;45 a 59;Metropolitana;7;1;2;2;;9;;;;1;1;;1;2;2;;1;1;3;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;;;;;;;;;;20170824;Tiene RSH
14962;18 a 44;Metropolitana;7;1;1;2;;2;0;0;1;1;1;;2;2;2;5;1;1;3;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20211021;Tiene RSH
14963;18 a 44;Metropolitana;7;1;1;2;;25;0;0;18;5;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;1;1;1;;;;;;;;;20211125;Tiene RSH
14964;45 a 59;Metropolitana;7;1;1;2;;10;;;13;1;2;5;1;2;1;;1;1;4;4;4;4;3;1;2;5;1;3;1;1;2;2;2;2;1;;;;;;;;;20180725;Tiene RSH
14965;18 a 44;Metropolitana;7;1;2;1;1;6;;;;1;1;;1;2;2;;1;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;;;;;;;;;;20170710;No tiene RSH
14966;18 a 44;Metropolitana;7;1;1;2;;2;0;0;33;2;1;;1;1;1;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;1;2;2;1;;;;;;;;;20211014;Tiene RSH
14967;18 a 44;Metropolitana;7;1;2;2;;11;;;;1;2;5;3;3;2;;4;1;1;2;1;3;1;1;1;1;1;1;2;;2;2;2;2;;;;;;;;;;20180823;Tiene RSH
14968;18 a 44;Metropolitana;1;1;1;2;;;;14;32;2;1;;;;;;2;1;1;1;1;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170829;Tiene RSH
14969;45 a 59;Metropolitana;7;1;1;2;;;;14;47;1;2;4;;;;;3;2;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20180925;Tiene RSH
14970;45 a 59;Metropolitana;10;1;1;2;;6;0;0;47;1;1;;2;2;2;5;2;2;1;1;1;1;1;1;1;1;1;1;2;;1;2;2;2;1;;;;;;;;;20211109;Tiene RSH
14971;45 a 59;Metropolitana;7;1;1;2;;25;0;0;24;1;1;;1;2;2;5;1;1;1;1;1;1;1;1;1;1;1;1;2;;1;2;1;2;1;;;;;;;;;20211021;Tiene RSH
14972;45 a 59;Metropolitana;4;1;1;2;;2;11;;;2;1;;1;1;1;;3;1;4;3;3;1;1;1;1;1;1;1;2;;2;2;2;2;1;;;;;;;;;20170101;Tiene RSH
14973;60 o mayor;Metropolitana;7;1;2;2;;8;0;0;20;1;1;;2;2;2;5;1;1;5;1;4;1;1;3;2;2;2;2;1;2;2;2;2;2;1;;;;;;;;;20211015;Tiene RSH
